locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHKAFJI_05018	CDS	744				hypothetical protein
MBHKAFJI_05019	CDS	882	yofA		COG0583	HTH-type transcriptional regulator YofA
MBHKAFJI_05020	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
MBHKAFJI_05021	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
MBHKAFJI_05022	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MBHKAFJI_05023	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
MBHKAFJI_05024	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
MBHKAFJI_05025	CDS	699				hypothetical protein
MBHKAFJI_05026	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
MBHKAFJI_05027	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MBHKAFJI_05028	CDS	273				hypothetical protein
MBHKAFJI_05029	CDS	1299	kgtP			Alpha-ketoglutarate permease
MBHKAFJI_05030	rRNA	111				5S ribosomal RNA
MBHKAFJI_05031	CDS	501				hypothetical protein
MBHKAFJI_05032	CDS	156				hypothetical protein
MBHKAFJI_05033	CDS	645				hypothetical protein
MBHKAFJI_05034	CDS	639	ybdM_2		COG1475	putative protein YbdM
MBHKAFJI_05035	CDS	873				hypothetical protein
MBHKAFJI_05036	CDS	303	tilS_2	6.3.4.19		tRNA(Ile)-lysidine synthase
MBHKAFJI_05037	CDS	129				hypothetical protein
MBHKAFJI_05038	CDS	2682	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
MBHKAFJI_05039	CDS	1047				hypothetical protein
MBHKAFJI_05040	CDS	192				hypothetical protein
MBHKAFJI_05041	CDS	234				hypothetical protein
MBHKAFJI_05042	CDS	624				hypothetical protein
MBHKAFJI_05043	CDS	510				hypothetical protein
MBHKAFJI_05044	CDS	459				hypothetical protein
MBHKAFJI_05045	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MBHKAFJI_05046	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
MBHKAFJI_05047	CDS	396	yecN		COG3788	Inner membrane protein YecN
MBHKAFJI_05048	CDS	726				hypothetical protein
MBHKAFJI_05049	CDS	1314	intQ_4		COG0582	Putative defective protein IntQ
MBHKAFJI_05050	CDS	237				hypothetical protein
MBHKAFJI_05051	CDS	147				hypothetical protein
MBHKAFJI_05052	CDS	243				hypothetical protein
MBHKAFJI_05053	CDS	372				hypothetical protein
MBHKAFJI_05054	CDS	207				hypothetical protein
MBHKAFJI_05055	CDS	162				hypothetical protein
MBHKAFJI_05056	CDS	189				hypothetical protein
MBHKAFJI_05057	CDS	393				hypothetical protein
MBHKAFJI_05058	CDS	216				hypothetical protein
MBHKAFJI_05059	CDS	234				hypothetical protein
MBHKAFJI_05060	CDS	114				hypothetical protein
MBHKAFJI_05061	CDS	201				hypothetical protein
MBHKAFJI_05062	CDS	672				hypothetical protein
MBHKAFJI_05063	CDS	705	prtR_2		COG2932	HTH-type transcriptional regulator PrtR
MBHKAFJI_05064	CDS	264				hypothetical protein
MBHKAFJI_05065	CDS	708				hypothetical protein
MBHKAFJI_05066	CDS	1023				hypothetical protein
MBHKAFJI_05067	CDS	234				hypothetical protein
MBHKAFJI_05068	CDS	168				hypothetical protein
MBHKAFJI_05069	CDS	147				hypothetical protein
MBHKAFJI_05070	CDS	822	dnaJ_2			Chaperone protein DnaJ
MBHKAFJI_05071	CDS	375	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_05072	CDS	1050				hypothetical protein
MBHKAFJI_05073	CDS	213				hypothetical protein
MBHKAFJI_05074	CDS	156				hypothetical protein
MBHKAFJI_05075	CDS	105				hypothetical protein
MBHKAFJI_05076	CDS	585				hypothetical protein
MBHKAFJI_05077	CDS	396				hypothetical protein
MBHKAFJI_05078	CDS	771				hypothetical protein
MBHKAFJI_05079	CDS	741	dnaC_3		COG1484	DNA replication protein DnaC
MBHKAFJI_05080	CDS	963				hypothetical protein
MBHKAFJI_05081	CDS	426				hypothetical protein
MBHKAFJI_05082	CDS	324				hypothetical protein
MBHKAFJI_05083	CDS	477				hypothetical protein
MBHKAFJI_05084	CDS	237				hypothetical protein
MBHKAFJI_05085	CDS	129	ydfB_1			putative protein YdfB
MBHKAFJI_05086	CDS	219				hypothetical protein
MBHKAFJI_05087	CDS	165				hypothetical protein
MBHKAFJI_05088	CDS	807				hypothetical protein
MBHKAFJI_05089	CDS	852				hypothetical protein
MBHKAFJI_05090	CDS	210				hypothetical protein
MBHKAFJI_05091	CDS	222				hypothetical protein
MBHKAFJI_05092	CDS	396				hypothetical protein
MBHKAFJI_05093	CDS	1032	xerC_7			Tyrosine recombinase XerC
MBHKAFJI_05094	CDS	279				hypothetical protein
MBHKAFJI_05095	CDS	561				hypothetical protein
MBHKAFJI_05096	CDS	645				hypothetical protein
MBHKAFJI_05097	CDS	249				hypothetical protein
MBHKAFJI_05098	CDS	1710				hypothetical protein
MBHKAFJI_05099	CDS	1020				hypothetical protein
MBHKAFJI_05100	CDS	804				hypothetical protein
MBHKAFJI_05101	CDS	1194				hypothetical protein
MBHKAFJI_05102	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
MBHKAFJI_05103	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
MBHKAFJI_05104	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
MBHKAFJI_05105	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
MBHKAFJI_05106	CDS	2199	iutA			Ferric aerobactin receptor
MBHKAFJI_05107	CDS	1404				IS66 family transposase ISEc47
MBHKAFJI_05108	CDS	408				hypothetical protein
MBHKAFJI_05109	CDS	426				hypothetical protein
MBHKAFJI_05110	CDS	384				hypothetical protein
MBHKAFJI_05111	CDS	570				hypothetical protein
MBHKAFJI_05112	CDS	195				hypothetical protein
MBHKAFJI_05113	CDS	189	ymoA			Modulating protein YmoA
MBHKAFJI_05114	CDS	207				hypothetical protein
MBHKAFJI_05115	CDS	603				hypothetical protein
MBHKAFJI_05116	CDS	297				IS3 family transposase IS1203
MBHKAFJI_05117	CDS	480	insK_2		COG2801	Putative transposase InsK for insertion sequence element IS150
MBHKAFJI_05118	CDS	1524				hypothetical protein
MBHKAFJI_05119	CDS	447				IS3 family transposase IS629
MBHKAFJI_05120	CDS	492				hypothetical protein
MBHKAFJI_05121	CDS	987				hypothetical protein
MBHKAFJI_05122	CDS	1203	intA_4		COG0582	Prophage integrase IntA
MBHKAFJI_05123	CDS	1818				hypothetical protein
MBHKAFJI_05124	CDS	186				hypothetical protein
MBHKAFJI_05125	CDS	1434				hypothetical protein
MBHKAFJI_05126	CDS	168				hypothetical protein
MBHKAFJI_05127	CDS	327	lexA_4	3.4.21.88	COG1974	LexA repressor
MBHKAFJI_05128	CDS	390	rusA_4	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_05129	CDS	810				hypothetical protein
MBHKAFJI_05130	CDS	990				hypothetical protein
MBHKAFJI_05131	CDS	753	dnaJ_3			Chaperone protein DnaJ
MBHKAFJI_05132	CDS	417				hypothetical protein
MBHKAFJI_05133	CDS	204				hypothetical protein
MBHKAFJI_05134	CDS	1059				hypothetical protein
MBHKAFJI_05135	tRNA	76				tRNA-Met(cat)
MBHKAFJI_05136	tRNA	77				tRNA-Arg(tct)
MBHKAFJI_05137	CDS	960	stxA_2	3.2.2.22		Shiga toxin subunit A
MBHKAFJI_05138	CDS	270	stxB_2			Shiga toxin subunit B
MBHKAFJI_05139	CDS	324	iraM			Anti-adapter protein IraM
MBHKAFJI_05140	tRNA	77				tRNA-Arg(tct)
MBHKAFJI_05141	tRNA	76				tRNA-Met(cat)
MBHKAFJI_05142	CDS	951				hypothetical protein
MBHKAFJI_05143	CDS	204				hypothetical protein
MBHKAFJI_05144	CDS	870				hypothetical protein
MBHKAFJI_05145	CDS	261				hypothetical protein
MBHKAFJI_05146	CDS	423				hypothetical protein
MBHKAFJI_05147	CDS	366				hypothetical protein
MBHKAFJI_05148	CDS	990				hypothetical protein
MBHKAFJI_05149	CDS	258				hypothetical protein
MBHKAFJI_05150	CDS	1401	dnaB_4	3.6.4.12	COG0305	Replicative DNA helicase
MBHKAFJI_05151	CDS	912				hypothetical protein
MBHKAFJI_05152	CDS	288				hypothetical protein
MBHKAFJI_05153	CDS	417				hypothetical protein
MBHKAFJI_05154	CDS	1230	intA_5		COG0582	Prophage integrase IntA
MBHKAFJI_05155	CDS	666				hypothetical protein
MBHKAFJI_05156	CDS	414				hypothetical protein
MBHKAFJI_05157	CDS	852				hypothetical protein
MBHKAFJI_05158	CDS	1176	intQ_5		COG0582	Putative defective protein IntQ
MBHKAFJI_05159	CDS	207				hypothetical protein
MBHKAFJI_05160	CDS	216				hypothetical protein
MBHKAFJI_05161	CDS	363				hypothetical protein
MBHKAFJI_05162	CDS	537				hypothetical protein
MBHKAFJI_05163	CDS	564				hypothetical protein
MBHKAFJI_05164	CDS	771				hypothetical protein
MBHKAFJI_05165	CDS	396				hypothetical protein
MBHKAFJI_05166	CDS	357				hypothetical protein
MBHKAFJI_05167	CDS	174				hypothetical protein
MBHKAFJI_05168	CDS	177				hypothetical protein
MBHKAFJI_05169	CDS	948				hypothetical protein
MBHKAFJI_05170	CDS	516				hypothetical protein
MBHKAFJI_05171	CDS	345				hypothetical protein
MBHKAFJI_05172	CDS	300				hypothetical protein
MBHKAFJI_05173	CDS	258				hypothetical protein
MBHKAFJI_05174	CDS	273				hypothetical protein
MBHKAFJI_05175	CDS	1047				hypothetical protein
MBHKAFJI_05176	CDS	360	rusA_5	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_05177	CDS	531				hypothetical protein
MBHKAFJI_05178	CDS	198				hypothetical protein
MBHKAFJI_05179	CDS	3123	flu_2		COG3468	Antigen 43
MBHKAFJI_05180	CDS	873	era_4			GTPase Era
MBHKAFJI_05181	CDS	873				hypothetical protein
MBHKAFJI_05182	CDS	1758				hypothetical protein
MBHKAFJI_05183	CDS	573				hypothetical protein
MBHKAFJI_05184	CDS	600				hypothetical protein
MBHKAFJI_05185	CDS	699				hypothetical protein
MBHKAFJI_05186	CDS	330				hypothetical protein
MBHKAFJI_05187	CDS	1245				hypothetical protein
MBHKAFJI_05188	CDS	288				hypothetical protein
MBHKAFJI_05189	CDS	273				hypothetical protein
MBHKAFJI_05190	CDS	261				hypothetical protein
MBHKAFJI_05191	CDS	147	cnl			Lysis protein for colicin N
MBHKAFJI_05192	CDS	264	cdi			Colicin-D immunity protein
MBHKAFJI_05193	CDS	2094	cda			Colicin-D
MBHKAFJI_05194	CDS	246				hypothetical protein
MBHKAFJI_05195	CDS	222				hypothetical protein
MBHKAFJI_05196	CDS	1599	mbeA	5.6.2.1		DNA relaxase MbeA
MBHKAFJI_05197	CDS	324	mbeC			Mobilization protein MbeC
MBHKAFJI_05198	CDS	195				hypothetical protein
MBHKAFJI_05199	CDS	390				hypothetical protein
MBHKAFJI_05200	CDS	2211	katG_2	1.11.1.21	COG0376	Catalase-peroxidase
MBHKAFJI_05201	CDS	888				IS3 family transposase IS1203
MBHKAFJI_05202	CDS	327				IS3 family transposase IS629
MBHKAFJI_05203	CDS	978	repB_2			RepFIB replication protein A
MBHKAFJI_05204	CDS	168				hypothetical protein
MBHKAFJI_05205	CDS	603	tfaE_4			Prophage tail fiber assembly protein TfaE
MBHKAFJI_05206	CDS	849				hypothetical protein
MBHKAFJI_05207	CDS	681				hypothetical protein
MBHKAFJI_05208	CDS	1200				hypothetical protein
MBHKAFJI_05209	CDS	354				hypothetical protein
MBHKAFJI_05210	CDS	753				hypothetical protein
MBHKAFJI_05211	CDS	240				hypothetical protein
MBHKAFJI_05212	CDS	336				hypothetical protein
MBHKAFJI_05213	CDS	765				hypothetical protein
MBHKAFJI_05214	CDS	861	aidA			Quorum-quenching protein AidA
MBHKAFJI_05215	CDS	387				hypothetical protein
MBHKAFJI_05216	CDS	591				Tn3 family transposase ISYps3
MBHKAFJI_05217	CDS	2985				Tn3 family transposase ISSba14
MBHKAFJI_05218	CDS	3903	espP	3.4.21.-	COG3468	Serine protease EspP
MBHKAFJI_05219	CDS	456				hypothetical protein
MBHKAFJI_05220	CDS	426				hypothetical protein
MBHKAFJI_05221	CDS	273				hypothetical protein
MBHKAFJI_05222	CDS	402				hypothetical protein
MBHKAFJI_05223	CDS	192				hypothetical protein
MBHKAFJI_05224	CDS	156				hypothetical protein
MBHKAFJI_05225	CDS	129	ydfB_2			putative protein YdfB
MBHKAFJI_05226	CDS	390				hypothetical protein
MBHKAFJI_05227	CDS	186				hypothetical protein
MBHKAFJI_05228	CDS	831	php_2		COG1735	Phosphotriesterase homology protein
MBHKAFJI_05229	CDS	1380				ISL3 family transposase ISEc38
MBHKAFJI_05230	CDS	519				hypothetical protein
MBHKAFJI_05231	CDS	402				hypothetical protein
MBHKAFJI_05232	CDS	432				hypothetical protein
MBHKAFJI_05233	CDS	717				hypothetical protein
MBHKAFJI_05234	CDS	174				hypothetical protein
MBHKAFJI_05235	CDS	228				hypothetical protein
MBHKAFJI_05236	CDS	312				hypothetical protein
MBHKAFJI_05237	CDS	558				hypothetical protein
MBHKAFJI_05238	CDS	213				hypothetical protein
MBHKAFJI_05239	CDS	345	ygiW_3		COG3111	Protein YgiW
MBHKAFJI_05240	CDS	273				hypothetical protein
MBHKAFJI_05241	rRNA	2901				23S ribosomal RNA
MBHKAFJI_05242	rRNA	1443				16S ribosomal RNA
MBHKAFJI_05243	tRNA	76				tRNA-Thr(ggt)
MBHKAFJI_05244	tRNA	75				tRNA-Gly(tcc)
MBHKAFJI_05245	tRNA	85				tRNA-Tyr(gta)
MBHKAFJI_05246	tRNA	76				tRNA-Thr(tgt)
MBHKAFJI_05247	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
MBHKAFJI_05248	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MBHKAFJI_05249	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MBHKAFJI_05250	rRNA	111				5S ribosomal RNA
MBHKAFJI_05251	CDS	819				hypothetical protein
MBHKAFJI_05252	CDS	225				hypothetical protein
MBHKAFJI_05253	CDS	1152				hypothetical protein
MBHKAFJI_05254	CDS	585				hypothetical protein
MBHKAFJI_05255	CDS	198				hypothetical protein
MBHKAFJI_05256	CDS	654			COG1974	putative HTH-type transcriptional regulator
MBHKAFJI_05257	CDS	114				hypothetical protein
MBHKAFJI_05258	CDS	216				hypothetical protein
MBHKAFJI_05259	CDS	222				hypothetical protein
MBHKAFJI_05260	CDS	408				hypothetical protein
MBHKAFJI_05261	CDS	756				hypothetical protein
MBHKAFJI_05262	CDS	783				hypothetical protein
MBHKAFJI_05263	CDS	279				hypothetical protein
MBHKAFJI_05264	CDS	300				hypothetical protein
MBHKAFJI_05265	CDS	168				hypothetical protein
MBHKAFJI_05266	CDS	345				hypothetical protein
MBHKAFJI_05267	CDS	396				hypothetical protein
MBHKAFJI_05268	CDS	534				hypothetical protein
MBHKAFJI_05269	CDS	354				hypothetical protein
MBHKAFJI_05270	CDS	384				hypothetical protein
MBHKAFJI_05271	CDS	1029				hypothetical protein
MBHKAFJI_05272	CDS	348				hypothetical protein
MBHKAFJI_05273	CDS	1083				hypothetical protein
MBHKAFJI_05274	CDS	201				hypothetical protein
MBHKAFJI_05275	CDS	207				hypothetical protein
MBHKAFJI_05276	CDS	603				hypothetical protein
MBHKAFJI_05277	CDS	1485				hypothetical protein
MBHKAFJI_05278	tRNA	77				tRNA-Arg(tct)
MBHKAFJI_05279	tRNA	77				tRNA-Arg(tcg)
MBHKAFJI_05280	tRNA	76				tRNA-Met(cat)
MBHKAFJI_05281	CDS	588	gadW_3			HTH-type transcriptional regulator GadW
MBHKAFJI_05282	CDS	198				hypothetical protein
MBHKAFJI_05283	CDS	819				hypothetical protein
MBHKAFJI_05284	CDS	372				hypothetical protein
MBHKAFJI_05285	CDS	372	rusA_6	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_05286	CDS	564				hypothetical protein
MBHKAFJI_05287	CDS	2361				hypothetical protein
MBHKAFJI_05288	CDS	270				hypothetical protein
MBHKAFJI_05289	CDS	858				hypothetical protein
MBHKAFJI_05290	CDS	798				hypothetical protein
MBHKAFJI_05291	CDS	390	rusA_7	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_05292	CDS	327	lexA_5	3.4.21.88		LexA repressor
MBHKAFJI_05293	CDS	654				hypothetical protein
MBHKAFJI_05294	CDS	495				hypothetical protein
MBHKAFJI_05295	CDS	369				hypothetical protein
MBHKAFJI_05296	CDS	1878				hypothetical protein
MBHKAFJI_05297	CDS	222				hypothetical protein
MBHKAFJI_05298	CDS	1365				hypothetical protein
MBHKAFJI_05299	CDS	558				hypothetical protein
MBHKAFJI_05300	CDS	297				hypothetical protein
MBHKAFJI_05301	CDS	699				hypothetical protein
MBHKAFJI_05302	CDS	573				hypothetical protein
MBHKAFJI_05303	CDS	699				hypothetical protein
MBHKAFJI_05304	CDS	1539				IS66 family transposase ISEc22
MBHKAFJI_05305	CDS	348				hypothetical protein
MBHKAFJI_05306	CDS	405				hypothetical protein
MBHKAFJI_05307	CDS	675	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
MBHKAFJI_05308	CDS	462				hypothetical protein
MBHKAFJI_05309	CDS	1923				hypothetical protein
MBHKAFJI_05310	CDS	1719	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
MBHKAFJI_05311	CDS	1365				hypothetical protein
MBHKAFJI_05312	CDS	618				hypothetical protein
MBHKAFJI_05313	CDS	438				hypothetical protein
MBHKAFJI_05314	CDS	498	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
MBHKAFJI_05315	CDS	207				hypothetical protein
MBHKAFJI_05316	CDS	1707				hypothetical protein
MBHKAFJI_05317	CDS	222				hypothetical protein
MBHKAFJI_05318	CDS	450				hypothetical protein
MBHKAFJI_05319	CDS	177				hypothetical protein
MBHKAFJI_05320	CDS	132				hypothetical protein
MBHKAFJI_05321	CDS	459				hypothetical protein
MBHKAFJI_05322	CDS	552				hypothetical protein
MBHKAFJI_05323	CDS	327				hypothetical protein
MBHKAFJI_05324	CDS	201				hypothetical protein
MBHKAFJI_05325	CDS	396				hypothetical protein
MBHKAFJI_05326	CDS	534				hypothetical protein
MBHKAFJI_05327	CDS	354				hypothetical protein
MBHKAFJI_05328	CDS	375				hypothetical protein
MBHKAFJI_05329	CDS	912				hypothetical protein
MBHKAFJI_05330	CDS	339	lexA_6	3.4.21.88		LexA repressor
MBHKAFJI_05331	CDS	243				hypothetical protein
MBHKAFJI_05332	CDS	426				hypothetical protein
MBHKAFJI_05333	CDS	648				hypothetical protein
MBHKAFJI_05334	CDS	348				hypothetical protein
MBHKAFJI_05335	CDS	1572				IS66 family transposase ISCro1
MBHKAFJI_05336	CDS	270				hypothetical protein
MBHKAFJI_05337	CDS	1362				hypothetical protein
MBHKAFJI_05338	CDS	501				hypothetical protein
MBHKAFJI_05339	CDS	483				hypothetical protein
MBHKAFJI_05340	CDS	747				ISAs1 family transposase ISEc26
MBHKAFJI_05341	CDS	1614				IS66 family transposase ISEc43
MBHKAFJI_05342	CDS	351				hypothetical protein
MBHKAFJI_05343	CDS	435				hypothetical protein
MBHKAFJI_05344	CDS	579				hypothetical protein
MBHKAFJI_05345	CDS	744				hypothetical protein
MBHKAFJI_05346	CDS	255				hypothetical protein
MBHKAFJI_05347	CDS	2007				hypothetical protein
MBHKAFJI_05348	CDS	336				hypothetical protein
MBHKAFJI_05349	CDS	132				hypothetical protein
MBHKAFJI_05350	CDS	459				hypothetical protein
MBHKAFJI_05351	CDS	225				hypothetical protein
MBHKAFJI_05352	CDS	141				hypothetical protein
MBHKAFJI_05353	CDS	186				hypothetical protein
MBHKAFJI_05354	CDS	675				hypothetical protein
MBHKAFJI_05355	CDS	348				hypothetical protein
MBHKAFJI_05356	CDS	456				hypothetical protein
MBHKAFJI_05357	CDS	168				hypothetical protein
MBHKAFJI_05358	CDS	336				hypothetical protein
MBHKAFJI_05359	CDS	384				hypothetical protein
MBHKAFJI_05360	CDS	354				hypothetical protein
MBHKAFJI_05361	CDS	534				hypothetical protein
MBHKAFJI_05362	CDS	396				hypothetical protein
MBHKAFJI_05363	CDS	564				hypothetical protein
MBHKAFJI_05364	CDS	201				hypothetical protein
MBHKAFJI_05365	CDS	627			COG1974	putative HTH-type transcriptional regulator
MBHKAFJI_05366	CDS	297				hypothetical protein
MBHKAFJI_05367	CDS	246				hypothetical protein
MBHKAFJI_05368	CDS	138				hypothetical protein
MBHKAFJI_05369	CDS	774				hypothetical protein
MBHKAFJI_05370	CDS	414				hypothetical protein
MBHKAFJI_05371	CDS	582				hypothetical protein
MBHKAFJI_05372	CDS	744				hypothetical protein
MBHKAFJI_05373	CDS	975	flu_3		COG3468	Antigen 43
MBHKAFJI_05374	CDS	2118				hypothetical protein
MBHKAFJI_05375	CDS	240				ISAs1 family transposase ISEc1
MBHKAFJI_05376	CDS	570				hypothetical protein
MBHKAFJI_05377	CDS	936				hypothetical protein
MBHKAFJI_05378	CDS	474				hypothetical protein
MBHKAFJI_05379	CDS	135				hypothetical protein
MBHKAFJI_05380	CDS	570				hypothetical protein
MBHKAFJI_05381	CDS	534	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
MBHKAFJI_05382	CDS	216				hypothetical protein
MBHKAFJI_05383	CDS	1035				hypothetical protein
MBHKAFJI_05384	CDS	600				hypothetical protein
MBHKAFJI_05385	CDS	549				hypothetical protein
MBHKAFJI_05386	CDS	627				hypothetical protein
MBHKAFJI_05387	CDS	273				hypothetical protein
MBHKAFJI_05388	CDS	678				hypothetical protein
MBHKAFJI_05389	CDS	546				hypothetical protein
MBHKAFJI_05390	CDS	528	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
MBHKAFJI_05391	CDS	432				hypothetical protein
MBHKAFJI_05392	CDS	822				hypothetical protein
MBHKAFJI_05393	CDS	1188				IS91 family transposase ISEc37
MBHKAFJI_05394	CDS	366				hypothetical protein
MBHKAFJI_05395	CDS	1539				hypothetical protein
MBHKAFJI_05396	CDS	945				hypothetical protein
MBHKAFJI_05397	CDS	624	ail		COG3637	Attachment invasion locus protein
MBHKAFJI_05398	CDS	210				hypothetical protein
MBHKAFJI_05399	CDS	363				hypothetical protein
MBHKAFJI_05400	CDS	345				hypothetical protein
MBHKAFJI_05401	CDS	717				hypothetical protein
MBHKAFJI_05402	CDS	330				hypothetical protein
MBHKAFJI_05403	CDS	558				hypothetical protein
MBHKAFJI_05404	CDS	330				hypothetical protein
MBHKAFJI_05405	CDS	573				hypothetical protein
MBHKAFJI_05406	CDS	945				hypothetical protein
MBHKAFJI_05407	CDS	348				hypothetical protein
MBHKAFJI_05408	CDS	873	era_5			GTPase Era
MBHKAFJI_05409	CDS	564				hypothetical protein
MBHKAFJI_05410	CDS	366				hypothetical protein
MBHKAFJI_05411	CDS	942				hypothetical protein
MBHKAFJI_05412	CDS	246				hypothetical protein
MBHKAFJI_05413	CDS	564				hypothetical protein
MBHKAFJI_05414	CDS	369				hypothetical protein
MBHKAFJI_05415	CDS	570				hypothetical protein
MBHKAFJI_05416	CDS	576				hypothetical protein
MBHKAFJI_05417	CDS	270				hypothetical protein
MBHKAFJI_05418	CDS	291				hypothetical protein
MBHKAFJI_05419	CDS	339				hypothetical protein
MBHKAFJI_05420	CDS	369				hypothetical protein
MBHKAFJI_05421	CDS	273				hypothetical protein
MBHKAFJI_05422	CDS	180				hypothetical protein
MBHKAFJI_05423	CDS	546				hypothetical protein
MBHKAFJI_05424	CDS	420				hypothetical protein
MBHKAFJI_05425	CDS	681				hypothetical protein
MBHKAFJI_05426	CDS	183				hypothetical protein
MBHKAFJI_05427	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
MBHKAFJI_05428	CDS	183				hypothetical protein
MBHKAFJI_05429	CDS	132				hypothetical protein
MBHKAFJI_05430	CDS	1236				hypothetical protein
MBHKAFJI_05431	CDS	420				hypothetical protein
MBHKAFJI_05432	CDS	282				hypothetical protein
MBHKAFJI_05433	CDS	348				hypothetical protein
MBHKAFJI_05434	CDS	495				hypothetical protein
MBHKAFJI_05435	CDS	594	tfaE_5			Prophage tail fiber assembly protein TfaE
MBHKAFJI_05436	CDS	168				hypothetical protein
MBHKAFJI_05437	CDS	414				hypothetical protein
MBHKAFJI_05438	CDS	651				hypothetical protein
MBHKAFJI_05439	CDS	534	rrrD_5	3.2.1.17	COG3772	Lysozyme RrrD
MBHKAFJI_05440	CDS	186				hypothetical protein
MBHKAFJI_05441	CDS	981				IS110 family transposase IS621
MBHKAFJI_05442	CDS	642				hypothetical protein
